farm_id,timestamp,temperature_c,sunlight_hours,color_intensity,ph,nutrients_mg_l,co2_ppm,dissolved_oxygen_mg_l,water_quality_index,current_biomass_kg_m2,future_biomass_kg_m2
2,2025-12-30,27.456,8.299,255.0,7.445,64.416,510.601,10.693,85.13,7.0486,7.0366
2,2025-12-31,27.732,7.712,255.0,7.634,66.009,470.888,10.365,84.782,7.0366,7.044
2,2026-01-01,28.636,7.266,255.0,7.561,65.44,425.263,10.197,86.673,7.044,7.0254
2,2026-01-02,27.659,6.902,255.0,7.92,63.877,499.629,10.543,86.689,7.0254,6.9997
2,2026-01-03,29.243,6.68,255.0,7.761,72.125,491.867,10.218,84.979,6.9997,7.0288
2,2026-01-04,27.848,5.668,255.0,7.831,65.441,492.045,10.177,87.261,7.0288,7.0409
2,2026-01-05,30.107,6.88,255.0,7.731,78.768,464.442,10.615,,7.0409,7.1046
2,2026-01-06,28.794,8.042,255.0,7.959,67.08,419.092,11.184,87.655,7.1046,7.1119
2,2026-01-07,26.073,7.552,255.0,7.614,83.107,492.389,10.658,88.545,7.1119,7.1403
2,2026-01-08,28.996,8.588,255.0,8.129,66.061,435.347,10.531,87.089,7.1403,7.1391
2,2026-01-09,29.271,6.976,255.0,7.552,71.892,426.753,9.586,87.566,7.1391,7.1288
2,2026-01-10,28.972,7.736,255.0,7.916,78.756,428.216,10.228,87.025,7.1288,7.1269
2,2026-01-11,28.461,7.239,255.0,7.84,77.016,448.1,10.285,90.997,7.1269,7.1
2,2026-01-12,27.17,6.87,255.0,,86.262,407.17,9.875,86.959,7.1,7.1531
2,2026-01-13,26.904,6.944,255.0,7.786,81.107,467.764,9.888,89.387,7.1531,7.1501
2,2026-01-14,26.772,8.418,255.0,7.709,73.312,346.337,,88.895,7.1501,7.1546
2,2026-01-15,25.729,7.161,255.0,7.478,78.902,379.977,10.485,93.465,7.1546,7.1915
2,2026-01-16,26.535,6.787,,7.456,72.695,367.228,9.703,82.969,7.1915,7.1849
2,2026-01-17,25.717,8.618,255.0,7.342,91.627,332.972,10.635,88.688,7.1849,7.2135
2,2026-01-18,27.303,8.389,,7.559,85.359,346.84,10.125,89.192,7.2135,7.2139
2,2026-01-19,28.761,7.049,255.0,7.672,83.603,357.57,9.994,83.321,7.2139,7.2301
2,2026-01-20,28.302,7.94,255.0,6.933,72.618,414.466,10.081,90.717,7.2301,7.2303
2,2026-01-21,28.442,7.533,255.0,7.567,83.442,356.623,10.27,89.333,7.2303,7.2366
2,2026-01-22,29.783,7.708,255.0,7.373,85.695,302.651,10.565,87.917,7.2366,7.2526
2,2026-01-23,28.474,8.115,255.0,7.182,80.867,328.463,10.715,85.983,7.2526,7.2241
2,2026-01-24,28.048,7.84,255.0,7.524,71.358,359.212,10.64,88.609,7.2241,7.2632
2,2026-01-25,28.508,8.358,255.0,6.789,80.282,321.104,10.677,82.671,7.2632,7.2232
2,2026-01-26,29.443,7.392,255.0,6.944,86.563,375.565,10.844,91.035,7.2232,7.2654
2,2026-01-27,28.164,8.801,255.0,6.987,70.774,383.943,11.386,89.539,7.2654,7.2739
2,2026-01-28,30.48,8.519,255.0,7.158,77.451,400.554,10.102,87.162,7.2739,7.2868
2,2026-01-29,31.897,8.003,255.0,7.075,80.004,308.265,10.366,88.209,7.2868,7.265
2,2026-01-30,31.626,9.064,255.0,7.118,79.534,398.466,11.329,86.594,7.265,7.2539
2,2026-01-31,32.018,9.454,255.0,7.304,69.134,368.326,11.829,89.066,7.2539,7.2428
2,2026-02-01,31.365,7.656,255.0,7.181,80.275,469.77,10.764,84.05,7.2428,7.302
2,2026-02-02,30.204,8.401,255.0,7.34,73.593,510.399,10.451,85.351,7.302,7.2807
2,2026-02-03,30.956,8.422,255.0,7.296,72.258,450.165,10.609,90.762,7.2807,7.3049
2,2026-02-04,31.279,7.586,255.0,7.025,65.201,425.436,10.406,91.672,7.3049,7.304
2,2026-02-05,29.948,9.456,255.0,7.166,53.419,478.221,11.717,81.456,7.304,7.3066
2,2026-02-06,31.821,8.184,255.0,7.065,69.487,444.967,10.927,84.503,7.3066,7.3286
2,2026-02-07,31.229,9.216,255.0,7.162,57.822,515.792,10.462,90.603,7.3286,7.3551
2,2026-02-08,30.147,8.024,255.0,7.266,53.426,439.884,10.901,89.317,7.3551,7.377
2,2026-02-09,31.125,9.677,255.0,7.454,69.129,494.052,11.795,84.592,7.377,7.3836
2,2026-02-10,30.251,8.954,255.0,7.514,63.826,473.314,10.698,90.47,7.3836,7.3662
2,2026-02-11,30.124,7.447,255.0,7.455,59.196,459.842,11.064,84.947,7.3662,7.4267
2,2026-02-12,31.228,8.669,255.0,7.292,50.703,464.263,10.592,85.911,7.4267,7.4284
2,2026-02-13,30.489,7.848,255.0,7.42,58.925,468.854,11.358,88.471,7.4284,7.4449
2,2026-02-14,30.433,8.649,255.0,7.367,72.312,433.66,11.189,88.368,7.4449,7.4949
2,2026-02-15,30.369,8.368,255.0,7.824,55.706,470.737,10.184,84.582,7.4949,7.5089
2,2026-02-16,28.07,9.129,255.0,7.513,69.355,445.245,10.602,87.985,7.5089,7.5508
2,2026-02-17,29.787,8.696,255.0,7.797,53.787,403.823,11.097,84.483,7.5508,7.5765
2,2026-02-18,30.376,7.946,255.0,7.603,55.065,501.536,10.983,86.511,7.5765,7.5487
2,2026-02-19,29.294,8.918,255.0,7.814,61.418,437.743,11.048,86.807,7.5487,7.5444
2,2026-02-20,30.363,9.153,255.0,7.78,54.687,383.329,11.298,90.924,7.5444,7.5389
2,2026-02-21,30.564,8.089,255.0,7.985,65.199,383.885,10.565,85.552,7.5389,7.537
2,2026-02-22,30.742,9.306,255.0,7.615,66.31,406.012,10.488,88.163,7.537,7.5468
2,2026-02-23,30.898,9.105,255.0,7.98,57.851,373.857,11.397,88.071,7.5468,7.6186
2,2026-02-24,31.772,9.734,255.0,7.669,60.387,364.852,11.701,88.419,7.6186,7.6175
2,2026-02-25,31.09,8.835,255.0,7.834,74.514,331.496,11.319,,7.6175,7.6168
2,2026-02-26,33.333,8.686,255.0,7.708,74.209,328.053,10.876,86.619,7.6168,7.608
2,2026-02-27,33.172,8.577,255.0,7.745,73.527,302.939,11.093,83.69,7.608,7.5973
2,2026-02-28,32.337,8.107,255.0,7.628,79.183,318.213,10.375,88.596,7.5973,7.5399
2,2026-03-01,34.581,9.4,255.0,7.69,73.051,277.708,11.533,85.868,7.5399,7.5355
2,2026-03-02,33.0,8.503,255.0,7.675,67.071,419.088,11.834,91.436,7.5355,7.5365
2,2026-03-03,34.079,8.994,255.0,7.193,87.203,379.56,11.033,84.382,7.5365,7.4928
2,2026-03-04,33.956,7.954,255.0,7.476,72.003,291.398,10.687,86.85,7.4928,7.4626
2,2026-03-05,32.298,7.42,,6.982,91.649,417.23,10.381,85.06,7.4626,7.4869
2,2026-03-06,32.533,9.272,255.0,7.325,76.14,330.477,11.304,85.287,7.4869,7.4785
2,2026-03-07,33.115,10.088,255.0,7.25,87.514,292.267,11.328,87.646,7.4785,7.4323
2,2026-03-08,32.784,10.152,255.0,7.094,80.421,374.047,11.652,91.221,7.4323,7.4686
2,2026-03-09,32.373,8.627,255.0,7.154,74.504,387.979,10.709,85.746,7.4686,7.443
2,2026-03-10,33.324,8.823,255.0,7.366,80.437,402.752,11.051,89.638,7.443,7.4047
2,2026-03-11,33.36,9.108,255.0,7.266,88.44,363.872,10.687,89.237,7.4047,7.4311
2,2026-03-12,31.958,9.897,255.0,7.173,85.895,388.618,11.558,90.455,7.4311,7.4494
2,2026-03-13,31.966,9.279,255.0,7.386,92.407,415.463,11.272,86.101,7.4494,7.4636
2,2026-03-14,32.563,9.727,255.0,6.861,90.794,420.486,10.933,90.233,7.4636,7.4725
2,2026-03-15,32.234,9.749,255.0,7.303,88.856,387.699,12.292,90.363,7.4725,7.4523
2,2026-03-16,31.872,9.026,255.0,7.11,88.614,424.322,10.56,88.326,7.4523,7.4606
2,2026-03-17,29.904,9.054,255.0,7.184,87.153,425.693,10.548,87.594,7.4606,7.479
2,2026-03-18,30.658,9.447,255.0,7.338,83.707,404.199,11.343,92.918,7.479,7.4883
2,2026-03-19,30.916,9.313,255.0,7.12,89.477,471.134,11.766,87.115,7.4883,7.4787
2,2026-03-20,29.347,9.446,255.0,7.48,83.806,497.579,11.065,87.206,7.4787,7.542
2,2026-03-21,32.725,9.824,255.0,7.146,81.057,450.982,10.769,84.584,7.542,7.5386
2,2026-03-22,29.889,9.24,255.0,7.118,70.27,466.551,11.014,85.894,7.5386,7.4976
2,2026-03-23,29.537,9.274,255.0,7.232,80.115,461.084,10.76,87.633,7.4976,7.5459
2,2026-03-24,31.401,9.24,255.0,7.703,74.66,498.133,11.449,89.181,7.5459,7.5579
2,2026-03-25,32.057,8.879,255.0,7.362,88.909,518.07,11.132,89.95,7.5579,7.559
2,2026-03-26,33.156,10.327,255.0,7.213,69.973,547.454,11.69,92.066,7.559,7.5694
2,2026-03-27,32.163,9.949,255.0,7.644,64.745,452.676,11.889,87.111,7.5694,7.5997
2,2026-03-28,33.831,8.978,255.0,7.487,62.163,426.222,11.096,87.747,7.5997,7.584
2,2026-03-29,31.908,9.614,255.0,7.142,62.192,383.741,11.515,82.912,7.584,7.6282
2,2026-03-30,34.87,8.033,255.0,7.596,61.036,397.605,10.564,90.512,7.6282,7.6114
2,2026-03-31,34.093,7.728,255.0,7.45,60.929,431.804,10.386,87.374,7.6114,7.6136
2,2026-04-01,34.078,9.404,255.0,7.574,68.316,447.206,10.982,87.356,7.6136,7.5884
2,2026-04-02,35.446,8.363,255.0,7.598,57.745,483.894,10.537,86.168,7.5884,7.5917
2,2026-04-03,33.365,9.207,255.0,7.055,63.788,397.03,11.61,90.491,7.5917,7.6139
2,2026-04-04,32.589,9.836,255.0,7.612,54.198,379.337,12.057,87.934,7.6139,7.5982
2,2026-04-05,34.683,8.841,255.0,7.773,63.236,399.005,11.091,85.279,7.5982,7.6426
2,2026-04-06,32.944,8.012,255.0,7.835,58.762,362.126,10.855,85.928,7.6426,7.6419
2,2026-04-07,34.843,9.315,255.0,7.527,52.213,363.514,10.684,83.66,7.6419,7.66
2,2026-04-08,32.81,9.497,255.0,7.782,64.454,372.999,10.101,86.567,7.66,7.6524
2,2026-04-09,32.987,9.813,255.0,7.754,70.599,385.902,11.363,86.718,7.6524,7.6473
2,2026-04-10,31.347,9.439,255.0,7.752,64.876,391.529,11.236,92.967,7.6473,7.6197
2,2026-04-11,31.876,9.019,255.0,7.81,53.493,330.064,10.986,86.026,7.6197,7.6383
2,2026-04-12,33.34,9.043,255.0,7.892,50.849,291.458,10.523,86.977,7.6383,7.6243
2,2026-04-13,31.441,9.118,255.0,7.746,57.478,322.663,10.498,85.844,7.6243,7.6298
2,2026-04-14,30.943,10.129,255.0,7.5,71.331,393.431,11.583,83.985,7.6298,7.6466
2,2026-04-15,31.152,9.926,255.0,7.691,71.276,325.712,11.61,84.417,7.6466,7.6511
2,2026-04-16,31.588,9.147,255.0,7.475,56.86,382.653,11.787,86.367,7.6511,7.6662
2,2026-04-17,31.19,8.174,255.0,7.238,58.426,287.571,11.312,88.533,7.6662,7.6143
2,2026-04-18,29.282,9.233,255.0,7.779,60.064,401.289,10.939,87.417,7.6143,7.612
2,2026-04-19,30.389,10.218,255.0,7.384,73.746,356.652,12.231,88.583,7.612,7.6229
2,2026-04-20,30.599,9.215,255.0,7.248,74.054,383.83,10.474,83.449,7.6229,7.6444
2,2026-04-21,30.025,9.417,255.0,7.305,68.176,417.052,11.309,80.994,7.6444,7.6621
2,2026-04-22,32.934,10.377,255.0,6.99,67.515,357.87,12.354,89.647,7.6621,7.6682
2,2026-04-23,32.828,10.034,255.0,7.403,74.521,411.37,11.861,89.89,7.6682,7.6638
2,2026-04-24,32.764,10.34,255.0,7.022,70.851,446.45,11.872,85.871,7.6638,7.6772
2,2026-04-25,32.365,10.395,255.0,7.043,73.437,400.281,11.6,83.505,7.6772,7.6907
2,2026-04-26,31.77,9.081,255.0,7.234,67.439,460.432,11.401,83.132,7.6907,7.6536
2,2026-04-27,32.14,8.325,255.0,7.333,68.58,403.602,10.806,86.721,7.6536,7.6707
2,2026-04-28,30.465,8.401,255.0,6.957,83.525,513.508,11.277,86.745,7.6707,7.6856
2,2026-04-29,34.103,9.976,255.0,7.135,70.735,455.157,12.359,83.799,7.6856,7.7111
2,2026-04-30,32.345,8.271,255.0,7.325,83.349,463.991,10.206,92.854,7.7111,7.7515
2,2026-05-01,33.773,8.719,255.0,6.963,91.2,530.695,10.079,88.415,7.7515,7.7277
2,2026-05-02,33.197,8.124,255.0,6.983,76.322,462.456,10.624,84.555,7.7277,7.7419
2,2026-05-03,34.735,8.942,255.0,6.987,94.927,458.435,10.943,88.854,7.7419,7.761
2,2026-05-04,33.476,9.926,255.0,7.27,92.286,471.831,11.079,92.877,7.761,7.7299
2,2026-05-05,33.355,10.159,255.0,7.174,90.603,401.253,11.347,82.748,7.7299,7.6944
2,2026-05-06,31.359,9.364,255.0,7.366,82.766,484.968,11.456,87.3,7.6944,7.717
2,2026-05-07,33.05,9.613,255.0,7.271,75.816,481.725,11.325,86.409,7.717,7.7038
2,2026-05-08,33.085,7.977,255.0,7.079,81.654,505.425,11.064,83.167,7.7038,7.7402
2,2026-05-09,30.75,7.187,255.0,7.291,91.616,495.059,9.842,92.1,7.7402,7.7392
2,2026-05-10,31.211,9.74,255.0,7.585,90.089,381.794,11.771,88.843,7.7392,7.6958
2,2026-05-11,32.359,8.788,255.0,7.169,81.454,431.033,10.917,83.573,7.6958,7.7248
2,2026-05-12,30.677,8.688,255.0,7.513,74.364,418.61,10.311,87.539,7.7248,7.7044
2,2026-05-13,32.359,8.916,,7.534,67.417,375.512,11.22,88.114,7.7044,7.7135
2,2026-05-14,30.801,9.753,255.0,7.424,64.904,350.945,10.895,89.714,7.7135,7.7084
2,2026-05-15,31.611,8.839,255.0,7.747,68.096,,11.624,87.52,7.7084,7.6841
3,2025-01-01,25.854,8.331,207.949,7.891,77.081,446.68,9.609,82.841,1.8089,1.8031
3,2025-01-02,26.973,7.99,188.664,7.716,70.931,459.931,10.628,85.832,1.8031,1.8429
3,2025-01-03,27.863,9.054,201.89,7.575,79.017,440.212,11.311,85.873,1.8429,1.9017
3,2025-01-04,28.039,9.278,211.778,7.799,77.843,506.403,11.969,83.687,1.9017,1.9164
3,2025-01-05,27.706,8.017,201.407,7.807,60.203,461.945,10.651,86.792,1.9164,2.027
3,2025-01-06,28.931,7.14,192.9,7.392,64.725,445.486,10.423,89.087,2.027,2.1053
3,2025-01-07,27.973,7.602,196.25,7.775,72.035,519.935,10.614,89.951,2.1053,2.1648
3,2025-01-08,29.759,8.775,212.023,7.39,58.31,499.25,9.756,89.159,2.1648,2.1829
3,2025-01-09,28.518,6.995,197.745,7.621,60.178,440.273,9.816,86.91,2.1829,2.2556
3,2025-01-10,28.596,8.019,205.898,7.629,58.574,396.917,9.901,84.552,2.2556,2.3083
3,2025-01-11,27.195,7.424,216.461,7.499,60.047,485.473,10.14,87.679,2.3083,2.353
3,2025-01-12,28.167,,207.357,7.601,64.168,456.178,9.962,88.071,2.353,2.4023
3,2025-01-13,29.665,8.203,210.461,7.694,67.226,397.211,10.097,79.434,2.4023,2.4078
3,2025-01-14,29.106,6.52,205.991,7.623,63.6,380.913,10.118,86.173,2.4078,2.4457
3,2025-01-15,29.515,7.994,206.643,7.578,56.87,428.269,10.138,87.189,2.4457,2.4714
3,2025-01-16,27.395,6.663,213.918,7.797,66.749,332.367,10.164,89.975,2.4714,2.4809
3,2025-01-17,27.303,8.046,215.461,7.72,60.751,378.273,10.134,88.459,2.4809,2.5127
3,2025-01-18,28.21,9.195,214.881,7.531,69.285,348.997,11.637,90.842,2.5127,2.5924
3,2025-01-19,28.441,7.435,216.714,7.538,68.632,397.975,9.87,87.39,2.5924,2.6125
3,2025-01-20,30.233,8.242,214.264,7.553,,344.956,11.162,83.488,2.6125,2.6647
3,2025-01-21,29.387,7.566,212.681,7.36,65.885,329.291,10.284,90.077,2.6647,2.6411
3,2025-01-22,26.503,8.144,208.255,7.137,60.639,297.182,11.403,92.895,2.6411,2.6653
3,2025-01-23,26.88,7.949,190.803,7.749,60.38,332.281,10.153,90.204,2.6653,2.6773
3,2025-01-24,27.882,7.731,229.575,7.531,73.098,290.925,11.421,84.202,2.6773,2.7081
3,2025-01-25,27.563,7.936,209.818,7.321,67.275,307.91,10.466,85.918,2.7081,2.7133
3,2025-01-26,27.105,7.957,219.917,7.358,67.873,410.708,9.586,89.071,2.7133,2.7675
3,2025-01-27,29.205,8.164,220.868,7.267,63.097,366.259,9.828,89.666,2.7675,2.7823
3,2025-01-28,28.527,8.195,232.797,7.428,92.266,392.255,10.434,89.509,2.7823,2.811
3,2025-01-29,27.801,8.29,233.326,,59.705,330.596,10.988,87.922,2.811,2.802
3,2025-01-30,31.736,7.285,220.095,6.759,71.945,323.724,10.261,86.55,2.802,2.7855
3,2025-01-31,30.148,8.167,213.32,7.296,72.46,338.416,9.916,87.317,2.7855,2.7774
3,2025-02-01,30.575,7.171,221.462,7.33,76.183,380.324,,89.707,2.7774,2.7857
3,2025-02-02,30.567,7.264,213.077,6.766,68.526,404.465,10.267,89.404,2.7857,2.8078
3,2025-02-03,30.551,7.808,222.955,7.121,77.151,381.023,10.533,87.098,2.8078,2.8195
3,2025-02-04,29.625,8.547,221.031,6.906,71.643,405.6,11.176,87.526,2.8195,2.8223
3,2025-02-05,31.792,6.842,233.543,7.199,66.751,375.368,9.848,92.949,2.8223,2.854
3,2025-02-06,31.692,7.242,231.079,7.095,77.006,406.839,10.328,86.163,2.854,2.8211
3,2025-02-07,31.539,7.955,221.007,7.012,83.849,406.207,10.654,86.664,2.8211,2.8256
3,2025-02-08,31.385,8.058,222.953,7.111,80.509,432.938,11.341,88.417,2.8256,2.8514
3,2025-02-09,30.536,8.314,,7.082,74.332,475.819,10.514,86.463,2.8514,2.9516
3,2025-02-10,30.871,7.196,235.237,6.887,,515.679,9.931,90.188,2.9516,2.9644
3,2025-02-11,31.199,8.794,235.25,7.372,86.608,450.406,10.879,92.808,2.9644,3.028
3,2025-02-12,31.884,8.882,239.182,7.277,90.263,502.86,11.116,85.928,3.028,3.0612
3,2025-02-13,30.889,10.589,233.749,7.026,90.689,449.46,11.824,93.662,3.0612,3.0786
3,2025-02-14,31.011,8.144,231.901,7.51,,502.775,10.067,83.194,3.0786,3.0784
3,2025-02-15,32.365,7.688,225.842,7.213,86.405,457.872,9.776,92.633,3.0784,3.0952
3,2025-02-16,30.455,9.278,227.156,7.532,77.26,463.816,11.073,89.561,3.0952,3.1944
3,2025-02-17,29.733,8.796,229.663,7.288,73.355,439.835,10.522,86.71,3.1944,3.2533
3,2025-02-18,29.556,8.198,231.682,7.472,88.65,471.693,10.644,84.242,3.2533,3.277
3,2025-02-19,31.523,9.216,239.425,7.43,76.88,427.685,10.749,88.99,3.277,3.3636
3,2025-02-20,31.382,9.782,248.974,7.746,76.889,468.744,11.245,91.352,3.3636,3.4081
3,2025-02-21,30.218,10.103,237.621,7.402,91.629,431.626,10.914,86.049,3.4081,3.484
3,2025-02-22,29.06,9.023,255.0,7.894,72.883,418.384,10.474,86.108,3.484,3.5375
3,2025-02-23,29.892,8.496,240.146,7.707,77.251,402.29,11.062,85.007,3.5375,3.585
3,2025-02-24,29.098,9.453,246.639,7.73,62.241,409.808,10.495,89.106,3.585,3.6706
3,2025-02-25,31.496,8.218,255.0,7.381,68.408,352.349,11.52,87.835,3.6706,3.6861
3,2025-02-26,30.447,8.956,,7.949,74.51,347.571,11.76,86.206,3.6861,3.6368
3,2025-02-27,31.5,9.067,255.0,7.766,68.139,354.555,10.914,88.394,3.6368,3.653
3,2025-02-28,32.084,8.958,242.961,7.649,70.992,318.089,11.136,83.574,3.653,3.6205
3,2025-03-01,31.249,10.156,248.543,7.703,72.783,440.07,11.752,85.443,3.6205,3.6567
3,2025-03-02,31.09,8.655,255.0,7.88,74.185,293.456,10.527,85.882,3.6567,3.7024
3,2025-03-03,34.722,8.735,,7.601,69.911,322.028,10.868,86.399,3.7024,3.7115
3,2025-03-04,32.123,9.966,255.0,7.644,55.878,333.259,10.544,84.41,3.7115,3.7219
3,2025-03-05,33.49,7.714,255.0,7.562,60.298,373.801,10.774,89.149,3.7219,3.7228
3,2025-03-06,34.133,8.375,255.0,7.37,67.97,287.45,11.026,88.015,3.7228,3.728
3,2025-03-07,33.043,9.476,251.259,7.4,56.954,358.211,11.251,86.83,3.728,3.7809
3,2025-03-08,32.687,8.802,255.0,7.165,60.928,367.771,11.337,87.708,3.7809,3.8113
3,2025-03-09,34.334,9.834,255.0,7.707,59.505,303.113,11.724,89.209,3.8113,3.8497
3,2025-03-10,35.204,9.592,255.0,7.417,50.614,366.611,11.068,88.282,3.8497,3.8658
3,2025-03-11,33.145,9.824,255.0,6.837,61.407,405.517,12.262,88.662,3.8658,3.8758
3,2025-03-12,33.178,9.551,255.0,7.28,54.524,354.145,10.798,88.949,3.8758,3.8779
3,2025-03-13,32.494,9.545,255.0,7.376,52.166,336.79,11.725,84.384,3.8779,3.9317
3,2025-03-14,34.525,9.719,255.0,7.322,76.078,310.528,11.164,89.785,3.9317,3.9704
3,2025-03-15,32.68,9.304,255.0,7.107,57.045,383.894,11.309,85.397,3.9704,3.9978
3,2025-03-16,33.608,8.431,255.0,6.818,61.208,515.482,11.364,85.399,3.9978,4.0208
3,2025-03-17,30.918,10.189,249.695,7.067,61.278,425.74,12.1,85.425,4.0208,4.0517
3,2025-03-18,30.018,9.028,255.0,7.289,66.773,471.905,11.342,93.766,4.0517,4.1067
3,2025-03-19,31.409,9.916,255.0,7.049,75.679,426.734,12.095,88.749,4.1067,4.1447
3,2025-03-20,31.913,9.503,255.0,7.015,59.773,442.605,10.519,89.294,4.1447,4.1546
3,2025-03-21,32.134,9.848,255.0,6.731,65.173,478.352,11.455,90.032,4.1546,4.1109
3,2025-03-22,32.168,8.89,255.0,6.739,65.919,511.972,10.432,92.525,4.1109,4.1209
3,2025-03-23,30.054,9.301,255.0,7.043,57.879,572.998,10.963,86.06,4.1209,4.1959
3,2025-03-24,32.363,8.436,255.0,7.124,56.462,509.267,10.061,85.364,4.1959,4.222
3,2025-03-25,30.99,10.345,255.0,7.24,75.501,436.624,12.42,85.615,4.222,4.3109
3,2025-03-26,31.829,10.008,255.0,6.585,70.992,518.46,11.92,83.369,4.3109,4.2527
3,2025-03-27,31.842,7.971,255.0,7.379,82.001,461.791,10.822,87.303,4.2527,4.2551
3,2025-03-28,32.208,8.144,255.0,6.885,74.211,467.827,10.787,85.323,4.2551,4.2698
3,2025-03-29,32.013,9.433,255.0,7.438,80.399,485.911,11.576,83.249,4.2698,4.303
3,2025-03-30,31.806,9.703,255.0,,81.686,420.576,11.362,84.366,4.303,4.2877
3,2025-03-31,32.595,8.27,255.0,7.282,85.05,464.528,9.981,85.969,4.2877,4.2686
3,2025-04-01,32.616,9.692,255.0,7.479,84.088,447.404,11.238,85.036,4.2686,4.2646
3,2025-04-02,31.904,9.362,255.0,7.428,102.304,391.038,11.157,84.274,4.2646,4.2901
3,2025-04-03,33.833,8.985,255.0,7.462,78.704,378.731,10.75,86.759,4.2901,4.3171
3,2025-04-04,32.968,9.123,255.0,7.233,86.234,392.601,11.441,90.841,4.3171,4.311
3,2025-04-05,33.369,9.542,255.0,7.529,79.111,425.699,11.518,86.742,4.311,4.3417
3,2025-04-06,32.76,9.446,255.0,7.652,70.295,397.931,,88.996,4.3417,4.312
3,2025-04-07,34.9,9.582,255.0,7.444,78.312,392.67,11.618,86.495,4.312,4.2754
3,2025-04-08,32.624,7.846,255.0,7.529,94.538,446.711,10.636,86.034,4.2754,4.3137
3,2025-04-09,32.093,8.887,255.0,7.973,76.66,339.451,11.005,87.554,4.3137,4.329
3,2025-04-10,34.2,10.657,255.0,7.71,83.533,411.2,11.549,83.945,4.329,4.3689
3,2025-04-11,33.838,9.212,255.0,7.484,83.101,394.257,10.59,87.062,4.3689,4.3662
3,2025-04-12,33.562,9.585,255.0,7.828,76.21,288.296,11.431,85.798,4.3662,4.4223
3,2025-04-13,35.102,8.611,255.0,7.851,88.538,368.835,10.716,90.174,4.4223,4.431
3,2025-04-14,31.338,9.715,255.0,7.693,84.953,348.576,11.453,87.259,4.431,4.4582
3,2025-04-15,31.162,9.655,255.0,7.579,71.561,304.337,11.472,87.342,4.4582,4.4751
3,2025-04-16,33.516,8.934,255.0,7.673,87.148,369.448,11.48,80.411,4.4751,4.5049
3,2025-04-17,34.536,8.695,255.0,7.358,78.812,335.142,11.207,90.416,4.5049,4.5067
3,2025-04-18,32.334,9.055,255.0,7.582,84.847,393.652,11.562,87.122,4.5067,4.5296
3,2025-04-19,30.81,9.135,255.0,7.485,76.195,319.453,10.534,90.82,4.5296,4.5616
3,2025-04-20,32.308,9.857,255.0,7.707,77.157,388.77,12.053,88.38,4.5616,4.5728
3,2025-04-21,31.873,8.768,255.0,7.811,73.251,375.163,11.452,86.686,4.5728,4.615
3,2025-04-22,29.572,8.997,255.0,7.622,72.787,433.216,10.34,83.328,4.615,4.6813
3,2025-04-23,30.766,9.467,255.0,7.559,65.262,367.492,11.345,89.892,4.6813,4.7084
3,2025-04-24,30.681,9.468,255.0,7.374,65.782,446.742,11.018,87.143,4.7084,4.7282
3,2025-04-25,31.458,9.388,255.0,7.435,72.135,487.094,10.888,83.784,4.7282,4.7469
3,2025-04-26,30.033,9.217,255.0,7.506,,442.558,12.111,86.858,4.7469,4.8231
3,2025-04-27,29.278,8.611,255.0,7.329,65.074,428.739,10.343,87.807,4.8231,4.8628
3,2025-04-28,30.433,8.253,255.0,7.049,67.407,457.339,10.354,81.768,4.8628,4.8617
3,2025-04-29,32.128,8.583,255.0,6.979,64.699,536.852,11.2,87.459,4.8617,4.8326
3,2025-04-30,30.512,7.341,255.0,7.436,73.393,476.01,10.364,83.982,4.8326,4.9125
3,2025-05-01,31.971,8.689,255.0,6.78,71.559,466.45,10.119,84.455,4.9125,4.9172
3,2025-05-02,32.251,8.717,255.0,7.215,61.776,,10.762,95.153,4.9172,4.9167
3,2025-05-03,31.209,8.906,255.0,6.751,62.755,411.022,11.08,83.357,4.9167,4.9388
3,2025-05-04,34.708,8.283,255.0,7.025,55.242,449.208,10.406,89.184,4.9388,4.9988
3,2025-05-05,32.957,8.314,255.0,6.984,54.464,507.887,10.004,83.75,4.9988,5.0237
3,2025-05-06,33.87,9.971,255.0,7.151,59.42,506.206,10.972,82.763,5.0237,5.0083
3,2025-05-07,32.621,9.071,255.0,7.112,66.644,504.343,11.17,86.238,5.0083,5.0096
3,2025-05-08,32.488,10.802,255.0,7.118,63.467,445.748,12.32,89.259,5.0096,5.0329
3,2025-05-09,33.663,9.842,255.0,7.161,59.9,495.482,11.022,85.605,5.0329,5.0003
3,2025-05-10,33.348,8.259,255.0,7.055,59.745,457.945,10.562,87.05,5.0003,4.9973
3,2025-05-11,31.587,,255.0,6.796,60.473,431.41,11.54,83.17,4.9973,5.0028
3,2025-05-12,33.224,9.127,255.0,7.002,59.307,469.153,10.567,86.929,5.0028,5.0017
3,2025-05-13,34.602,8.586,255.0,7.339,58.283,446.239,11.256,86.221,5.0017,4.9859
3,2025-05-14,30.483,9.581,255.0,7.204,47.788,478.745,10.95,86.956,4.9859,5.0076
3,2025-05-15,31.163,7.974,255.0,7.057,64.651,418.674,10.726,86.085,5.0076,4.9779
3,2025-05-16,31.473,8.926,,7.755,67.081,362.099,10.994,86.437,4.9779,4.9993
3,2025-05-17,29.438,7.647,255.0,7.496,77.987,387.354,10.807,90.316,4.9993,5.0188
3,2025-05-18,30.588,9.615,255.0,7.592,74.869,358.498,11.236,87.28,5.0188,5.0831
